,loss,accuracy,val_loss,val_accuracy
0,1.416569709777832,0.4840567708015442,1.0818891525268555,0.5572519302368164
1,1.0006545782089233,0.6165398359298706,0.9161974787712097,0.632497251033783
2,0.8830420970916748,0.6556264162063599,0.9316611289978027,0.6194111108779907
3,0.7813717126846313,0.7087019085884094,0.7619636654853821,0.7153761982917786
4,0.726265549659729,0.7261880040168762,0.6329737901687622,0.7720828652381897
5,0.6845553517341614,0.7461427450180054,0.7241355776786804,0.7317339181900024
6,0.6989697217941284,0.7486113905906677,0.6601566076278687,0.7579061985015869
7,0.7620083689689636,0.7191935777664185,0.7705355882644653,0.6913849711418152
8,0.5970061421394348,0.7807035446166992,0.7192527651786804,0.7317339181900024
9,0.566193699836731,0.7922238111495972,0.5389910936355591,0.8026172518730164
10,0.5248256921768188,0.8111499547958374,0.5067926049232483,0.8015267252922058
11,0.5010533332824707,0.8218473792076111,0.5487038493156433,0.8047982454299927
12,0.5280455946922302,0.8101213574409485,0.5060477256774902,0.8102508187294006
13,0.4514499306678772,0.836453378200531,0.45973458886146545,0.8462377190589905
14,0.4420839846134186,0.8389220237731934,0.5492044687271118,0.8124318718910217
15,0.4446779191493988,0.8358362317085266,0.42085593938827515,0.8484187722206116
16,0.3836399018764496,0.8609339594841003,0.5419427752494812,0.7786259651184082
17,0.36973118782043457,0.8648426532745361,0.5301381945610046,0.7971646785736084
18,0.39266347885131836,0.858465313911438,0.5575078725814819,0.7829880118370056
19,0.3655416965484619,0.8652540445327759,0.3017028868198395,0.8887677192687988
