,loss,accuracy,val_loss,val_accuracy
0,0.003155061509460211,1.0,0.030432002618908882,0.9847328066825867
1,0.0026355443987995386,1.0,0.031644515693187714,0.9880043864250183
2,0.002453521592542529,1.0,0.030103066936135292,0.9847328066825867
3,0.0021353829652071,1.0,0.03220883756875992,0.9858233332633972
4,0.001989416778087616,1.0,0.03146611526608467,0.9869138598442078
